1, 4180
2, 3952
3, 3934
4, 3922
5, 3936
6, 3934
7, 3932
8, 3924
9, 3922
10, 3902
11, 3904
12, 3912
13, 3906
14, 3900
15, 3896
16, 3856
17, 3886
18, 3872
19, 3844
20, 3870
21, 3834
22, 3862
23, 3826
24, 3858
25, 3852
26, 3828
27, 3842
28, 3836
29, 3800
30, 3830
31, 3824
32, 3794
33, 3812
34, 3790
35, 3808
36, 3788
37, 3802
38, 3798
39, 3792
40, 3768
41, 3756
42, 3780
43, 3774
44, 3752
45, 3764
46, 3736
47, 3756
48, 3754
49, 3752
50, 3746
51, 3744
52, 3736
53, 3732
54, 3710
55, 3728
56, 3724
57, 3718
58, 3712
59, 3696
60, 3678
61, 3704
62, 3692
63, 3696
64, 3694
65, 3688
66, 3666
67, 3648
68, 3676
69, 3674
70, 3666
71, 3662
72, 3656
73, 3654
74, 3612
75, 3648
76, 3620
77, 3604
78, 3634
79, 3612
80, 3618
81, 3580
82, 3610
83, 3604
84, 3600
85, 3598
86, 3564
87, 3590
88, 3584
89, 3564
90, 3572
91, 3562
92, 3566
93, 3560
94, 3526
95, 3552
96, 3538
97, 3546
98, 3544
99, 3544
100, 3542
101, 3524
102, 3530
103, 3498
104, 3520
105, 3522
106, 3518
107, 3514
108, 3510
109, 3478
110, 3496
111, 3478
112, 3482
113, 3488
114, 3480
115, 3448
116, 3440
117, 3450
118, 3442
119, 3402
120, 3378
121, 3356
122, 3372
123, 3346
124, 3324
125, 3242
126, 3214
127, 3208
128, 3156
129, 3080
130, 2968
131, 2744
