
1, 4164
2, 4148
3, 4140
4, 4104
5, 4126
6, 4114
7, 4106
8, 4108
9, 4070
10, 4092
11, 4064
12, 4070
13, 4076
14, 4066
15, 4062
16, 4056
17, 4026
18, 4022
19, 4016
20, 4042
21, 4032
22, 4024
23, 4018
24, 4014
25, 3976
26, 4008
27, 4000
28, 3980
29, 3996
30, 3952
31, 3960
32, 3976
33, 3970
34, 3940
35, 3940
36, 3932
37, 3920
38, 3946
39, 3940
40, 3940
41, 3918
42, 3906
43, 3924
44, 3916
45, 3910
46, 3882
47, 3898
48, 3898
49, 3892
50, 3868
51, 3870
52, 3838
53, 3850
54, 3864
55, 3846
56, 3836
57, 3848
58, 3840
59, 3814
60, 3838
61, 3826
62, 3822
63, 3816
64, 3784
65, 3804
66, 3796
67, 3794
68, 3754
69, 3766
70, 3780
71, 3774
72, 3734
73, 3752
74, 3722
75, 3746
76, 3738
77, 3734
78, 3734
79, 3722
80, 3682
81, 3712
82, 3700
83, 3694
84, 3684
85, 3650
86, 3642
87, 3674
88, 3658
89, 3668
90, 3654
91, 3654
92, 3640
93, 3642
94, 3634
95, 3630
96, 3614
97, 3594
98, 3588
99, 3612
100, 3604
101, 3594
102, 3576
103, 3582
104, 3538
105, 3572
106, 3556
107, 3540
108, 3508
109, 3508
110, 3466
111, 3472
112, 3448
113, 3416
114, 3366
115, 3360
116, 3308
117, 3262
118, 3150
119, 3116
120, 2896
