记录间隔: 60000
1, 4246
2, 4226
3, 4194
4, 4208
5, 4180
6, 4184
7, 4168
8, 4184
9, 4176
10, 4172
11, 4168
12, 4164
13, 4136
14, 4148
15, 4142
16, 4136
17, 4128
18, 4120
19, 4108
20, 4106
21, 4110
22, 4108
23, 4072
24, 4098
25, 4092
26, 4080
27, 4068
28, 4080
29, 4052
30, 4070
31, 4066
32, 4064
33, 4042
34, 4052
35, 4042
36, 4052
37, 4056
38, 4052
39, 4028
40, 4016
41, 4042
42, 4040
43, 4018
44, 4034
45, 4014
46, 4006
47, 4004
48, 4022
49, 4016
50, 3994
51, 4012
52, 4010
53, 3998
54, 4004
55, 4002
56, 3996
57, 3992
58, 3962
59, 3986
60, 3984
61, 3956
62, 3958
63, 3968
64, 3946
65, 3952
66, 3946
67, 3958
68, 3958
69, 3954
70, 3936
71, 3944
72, 3926
73, 3928
74, 3938
75, 3906
76, 3932
77, 3916
78, 3928
79, 3928
80, 3904
81, 3906
82, 3920
83, 3910
84, 3914
85, 3910
86, 3908
87, 3906
88, 3886
89, 3900
90, 3902
91, 3900
92, 3896
93, 3894
94, 3890
95, 3888
96, 3884
97, 3858
98, 3880
99, 3870
100, 3872
101, 3872
102, 3866
103, 3862
104, 3860
105, 3840
106, 3852
107, 3852
108, 3824
109, 3824
110, 3820
111, 3842
112, 3838
113, 3826
114, 3830
115, 3820
116, 3824
117, 3812
118, 3818
119, 3814
120, 3788
121, 3806
122, 3794
123, 3800
124, 3786
125, 3798
126, 3792
127, 3772
128, 3786
129, 3764
130, 3772
131, 3776
132, 3774
133, 3772
134, 3768
135, 3752
136, 3764
137, 3738
138, 3758
139, 3754
140, 3750
141, 3748
142, 3718
143, 3746
144, 3744
145, 3740
146, 3738
147, 3714
148, 3730
149, 3730
150, 3702
151, 3724
152, 3702
153, 3702
154, 3718
155, 3714
156, 3692
157, 3698
158, 3708
159, 3688
160, 3682
161, 3692
162, 3702
163, 3700
164, 3696
165, 3666
166, 3680
167, 3682
168, 3672
169, 3692
170, 3692
171, 3692
172, 3662
173, 3688
174, 3688
175, 3688
176, 3674
177, 3682
178, 3662
179, 3678
180, 3678
181, 3674
182, 3672
183, 3650
184, 3664
185, 3662
186, 3638
187, 3644
188, 3644
189, 3652
190, 3644
191, 3652
192, 3634
193, 3650
194, 3648
195, 3634
196, 3644
197, 3644
198, 3642
199, 3638
200, 3640
201, 3642
202, 3624
203, 3634
204, 3622
205, 3638
206, 3638
207, 3634
208, 3634
209, 3632
210, 3604
211, 3628
212, 3624
213, 3602
214, 3620
215, 3616
216, 3618
217, 3616
218, 3606
219, 3616
220, 3606
221, 3610
222, 3612
223, 3586
224, 3604
225, 3598
226, 3604
227, 3602
228, 3580
229, 3596
230, 3596
231, 3570
232, 3576
233, 3590
234, 3580
235, 3582
236, 3586
237, 3586
238, 3560
239, 3582
240, 3580
241, 3576
242, 3576
243, 3574
244, 3570
245, 3568
246, 3566
247, 3546
248, 3562
249, 3560
250, 3558
251, 3558
252, 3554
253, 3548
254, 3548
255, 3544
256, 3516
257, 3538
258, 3512
259, 3536
260, 3534
261, 3530
262, 3500
263, 3524
264, 3516
265, 3518
266, 3514
267, 3512
268, 3496
269, 3506
270, 3502
271, 3480
272, 3492
273, 3494
274, 3488
275, 3464
276, 3482
277, 3468
278, 3482
279, 3478
280, 3476
281, 3458
282, 3466
283, 3446
284, 3456
285, 3436
286, 3436
287, 3432
288, 3430
289, 3414
290, 3408
291, 3418
292, 3396
293, 3400
294, 3362
295, 3340
296, 3348
297, 3330
298, 3322
299, 3292
300, 3270
301, 3238
302, 3206
303, 3164
304, 3134
305, 3086
306, 3026
307, 2948
308, 2800
309, 2664
